agreement_state,insurance_type,annual_premium,sum_insured,date_of_birth,issue_date,premium_payment_term,insurance_term,technical_start,debt,insured_person,issuing_company,surrender_value,non_invested_founds,max_available_withdrawal,value_of_emergency_insurance,value_of_personal_account,valid_until,eligible_persons
closed,annuity,5702.15,5987.26,1979-12-25,2021-08-03,21,13,2021-08-10,0.0,Nicole Scott,Company D,0.0,0,0.0,11500,0,2024-01-31T00:00:00,Kendra Turner
paid_up,annuity,7976.03,8374.83,1954-07-19,1994-01-04,26,43,1994-01-26,1595.21,Christopher Russell,Company B,165901.42,0,165901.42,4500,0,2037-01-15,Annette Carroll
declined,UL_endowment,6903.96,345198.0,1974-04-12,2016-01-09,25,43,2016-02-02,1725.99,Brenda Bennett DVM,Company C,0.0,0,0.0,5000,0,2059-01-22,John May
declined,UL_endowment,10044.13,582559.54,1952-01-31,1978-04-08,29,29,1978-04-14,0.0,Deborah Barber,Company A,0.0,0,0.0,4500,0,2007-04-07,Amanda Rodriguez
closed,term_insurance,4526.02,316821.4,1975-04-25,1996-10-06,35,11,1996-10-24,0.0,Regina Rivera,Company B,0.0,0,0.0,18000,0,2024-01-31T00:00:00,Catherine Carter
declined,whole_of_life,8614.96,516897.6,1960-01-27,1986-01-31,30,9999,1986-02-13,2153.74,Leslie Vaughn,Company D,0.0,0,0.0,12500,0,99999,Dr. William Marquez DDS
new,endowment,6117.83,256948.86,1985-01-30,2005-12-20,21,49,2006-01-05,2039.28,Phillip Mann,Company C,89932.1,0,89932.1,11000,0,2054-12-24,Donald Hogan
new,annuity,10754.77,11292.51,1971-04-15,2008-11-11,30,40,2008-11-30,2150.95,William Wilson,Company A,258114.48,0,258114.48,11500,0,2048-11-20,Nathan Gates
new,annuity,7528.97,7905.42,1992-01-12,2041-07-04,35,13,2041-07-21,0.0,Michele Davis,Company D,210811.16,0,210811.16,15500,0,2054-07-18,James Burns
closed,UL_endowment,5973.67,191157.44,2005-12-31,2050-09-13,16,50,2050-09-20,0.0,Charles Jordan,Company A,0.0,0,0.0,7500,0,2024-01-31T00:00:00,Donna Gonzalez
declined,UL_endowment,3878.94,93094.56,1973-09-03,1999-05-17,12,20,1999-05-24,0.0,Noah Fleming,Company A,0.0,0,0.0,9500,0,2019-05-19,Pamela Mejia
new,endowment,7116.05,284642.0,1978-02-04,2019-01-23,20,34,2019-02-04,0.0,James Green,Company C,99624.7,0,99624.7,19000,0,2053-01-26,Justin Smith
new,endowment,10716.23,321486.9,1987-04-12,2013-09-15,15,36,2013-09-19,0.0,William Guerra,Company C,112520.41,0,112520.41,12500,0,2049-09-10,Regina Huynh
declined,endowment,11579.95,717956.9,1952-02-02,1979-01-14,31,32,1979-02-07,2315.99,David Roberts,Company B,0.0,0,0.0,6500,0,2011-01-30,Megan Boyd
new,UL_endowment,1433.6,91750.4,1947-02-16,1981-11-11,32,42,1981-12-08,0.0,Matthew Walker,Company C,32112.64,0,32112.64,13500,0,2023-11-28,Robert Hayes
paid_up,term_insurance,5523.2,132556.8,1953-08-01,2003-06-25,12,47,2003-06-28,1841.07,Richard Simmons,Company A,0.0,0,0.0,9000,0,2050-06-16,Brian Sullivan
paid_up,UL_endowment,7569.66,333065.04,1952-01-23,2000-02-04,22,20,2000-03-05,0.0,Roger Williams,Company D,116572.76,0,116572.76,14500,0,2020-02-29,Matthew Faulkner
declined,endowment,6690.68,160576.32,1971-07-19,2000-12-29,12,5,2001-01-07,0.0,Pamela Eaton,Company A,0.0,0,0.0,20000,0,2006-01-06,Joe Schmidt
new,whole_of_life,2657.64,138197.28,1953-10-17,1984-06-19,26,9999,1984-07-05,442.94,Gabriel Hill,Company C,0.0,0,0.0,10000,0,99999,Ronald Carey
declined,endowment,3355.37,201322.2,1963-01-18,1990-05-11,30,37,1990-05-29,0.0,Elijah White,Company A,0.0,0,0.0,4500,0,2027-05-20,Kelly Mendoza
paid_up,whole_of_life,4006.69,104173.94,1951-10-08,1981-03-23,13,9999,1981-04-04,0.0,Dr. Daniel James,Company C,0.0,0,0.0,7500,0,99999,Jason King
declined,UL_endowment,8604.01,292536.34,1975-04-13,2003-10-12,17,30,2003-10-24,0.0,Stanley Brown II,Company C,0.0,0,0.0,13500,0,2033-10-16,Sarah Richardson
declined,endowment,6821.26,327420.48,1986-11-10,2016-06-16,24,21,2016-07-04,0.0,Andrea Williams,Company B,0.0,0,0.0,18500,0,2037-06-29,Paige Turner
closed,whole_of_life,11511.05,391375.7,2001-05-15,2050-03-11,17,9999,2050-04-06,2877.76,Crystal Walls,Company D,0.0,0,0.0,14000,0,99999,Paul Bailey
paid_up,term_insurance,6487.81,207609.92,1955-08-22,1988-04-13,16,43,1988-05-02,2162.6,Miss Ruth Kane PhD,Company C,0.0,0,0.0,17000,0,2031-04-22,Carrie Bass
closed,whole_of_life,4531.77,72508.32,1967-10-19,2000-08-19,8,9999,2000-09-17,0.0,Stephen House,Company A,0.0,0,0.0,3500,0,99999,Jose Garner
closed,UL_endowment,2253.66,85639.08,1977-09-07,2013-08-10,19,12,2013-09-01,2253.66,Cameron Scott,Company D,0.0,0,0.0,6500,0,2024-01-31T00:00:00,Lisa Goodwin
declined,endowment,10797.82,475104.08,1998-04-20,2031-10-08,22,46,2031-10-23,0.0,Erika Garcia,Company C,0.0,0,0.0,12000,0,2077-10-11,Marie Smith
paid_up,annuity,8188.25,8597.66,1985-06-02,2005-10-16,11,12,2005-11-12,8188.25,Jonathan Singh,Company C,72056.6,0,72056.6,14500,0,2017-11-09,Samantha Lopez
declined,term_insurance,9637.85,212032.7,1955-11-15,1984-06-19,11,48,1984-07-12,0.0,Kirsten Perez,Company D,0.0,0,0.0,14000,0,2032-06-30,Joe Sampson
declined,UL_endowment,3358.34,60450.12,1949-08-20,1995-07-10,9,10,1995-07-11,0.0,Vickie Henderson,Company C,0.0,0,0.0,6500,0,2005-07-08,Shannon Jones
closed,term_insurance,6157.41,320185.32,1952-07-02,2000-11-22,26,12,2000-12-09,0.0,Kathy Garcia,Company A,0.0,0,0.0,16500,0,2024-01-31T00:00:00,Michael Hurst
declined,endowment,10134.31,344566.54,1956-09-22,1995-01-24,17,26,1995-01-26,0.0,Emily Hinton,Company B,0.0,0,0.0,12000,0,2021-01-19,Jamie Carroll
paid_up,annuity,7974.53,8373.26,1953-04-25,1974-02-28,17,24,1974-03-15,0.0,Jared Ellis,Company C,108453.61,0,108453.61,4500,0,1998-03-09,Monica Daniels
paid_up,annuity,3380.64,3549.67,1975-04-28,1997-11-15,12,12,1997-11-21,845.16,Frank Rose,Company C,32454.14,0,32454.14,8500,0,2009-11-18,Monica Stokes
new,annuity,8530.97,8957.52,1950-04-23,1970-07-21,12,46,1970-08-13,0.0,Melanie Grant,Company D,81897.31,0,81897.31,6000,0,2016-08-01,Susan Martin
declined,UL_endowment,6628.65,185602.2,1952-12-14,1994-05-14,14,46,1994-06-02,0.0,Charles Davidson,Company C,0.0,0,0.0,8000,0,2040-05-21,Elizabeth Hawkins DDS
paid_up,term_insurance,7070.47,438369.14,1951-10-13,1989-09-20,31,39,1989-10-14,0.0,Willie Stevens,Company D,0.0,0,0.0,15500,0,2028-10-04,Michele Lopez
declined,endowment,1492.55,95523.2,1982-11-15,2007-07-17,32,29,2007-08-16,298.51,Jaime Lee,Company A,0.0,0,0.0,6000,0,2036-08-08,Eric Rodriguez
new,UL_endowment,3325.16,73153.52,1959-05-09,1983-02-05,11,24,1983-03-04,0.0,Stacy Richard,Company B,25603.73,0,25603.73,16500,0,2007-02-26,Penny Hart
paid_up,UL_endowment,10533.83,442420.86,1968-02-01,1993-11-03,21,40,1993-11-22,0.0,Scott Cross,Company B,154847.3,0,154847.3,18000,0,2033-11-12,Mr. Brian Reed
new,annuity,7241.02,7603.07,1962-07-31,1999-04-25,33,27,1999-05-21,0.0,Jeffrey Thompson,Company B,191162.93,0,191162.93,18000,0,2026-05-14,Jacqueline Poole
closed,endowment,8751.76,140028.16,1974-04-30,2024-01-16,8,22,2024-02-02,0.0,Richard Vega,Company B,0.0,0,0.0,2500,0,2024-01-31T00:00:00,Robert Carson
new,annuity,7037.22,7389.08,2002-12-23,2032-09-20,19,5,2032-10-16,1759.31,Nathan Simpson,Company A,106965.74,0,106965.74,9000,0,2037-10-15,Anthony Ramos
declined,annuity,6931.35,7277.92,1958-09-27,2003-09-01,5,24,2003-09-27,0.0,Brittany Richmond,Company D,0.0,0,0.0,9500,0,2027-09-21,Francis Fox
declined,annuity,11656.0,12238.8,1949-11-20,1976-10-21,15,20,1976-11-11,5828.0,Erin Rodriguez,Company A,0.0,0,0.0,19500,0,1996-11-06,Todd Reynolds
closed,term_insurance,11766.57,753060.48,1953-01-18,2000-03-04,32,31,2000-03-30,0.0,Kenneth Hall,Company C,0.0,0,0.0,13000,0,2024-01-31T00:00:00,Derek Cannon
paid_up,term_insurance,2953.15,206720.5,1985-10-24,2030-08-18,35,14,2030-09-04,0.0,Ashley Blackwell,Company D,0.0,0,0.0,20000,0,2044-08-31,David Jones DDS
declined,whole_of_life,9201.25,92012.5,1956-11-06,1984-08-10,5,9999,1984-08-22,0.0,Jordan Diaz,Company B,0.0,0,0.0,7500,0,99999,Matthew George
new,annuity,4419.61,4640.59,1994-03-24,2031-07-29,7,43,2031-07-31,883.92,Albert Mckenzie,Company C,24749.82,0,24749.82,6500,0,2074-07-20,Michael Harvey
closed,annuity,6431.1,6752.66,1987-01-26,2009-06-19,14,39,2009-06-24,0.0,Heather Newman,Company C,0.0,0,0.0,17000,0,2024-01-31T00:00:00,Melissa Bates
closed,whole_of_life,5552.0,88832.0,1994-01-03,2017-01-31,8,9999,2017-02-19,0.0,Ryan Webb,Company B,0.0,0,0.0,2500,0,99999,Kimberly Mcbride
new,whole_of_life,3066.96,42937.44,1998-12-01,2039-07-06,7,9999,2039-07-13,1022.32,Edward Phillips,Company A,0.0,0,0.0,9500,0,99999,Katherine Fitzpatrick
new,whole_of_life,7192.51,115080.16,1994-03-02,2015-07-26,8,9999,2015-07-28,1198.75,Terri Williams,Company A,0.0,0,0.0,20000,0,99999,Jessica Baxter
declined,annuity,7505.56,7880.84,1956-04-19,1977-04-30,20,11,1977-05-26,7505.56,Sean Meyer,Company A,0.0,0,0.0,6000,0,1988-05-23,David Jones
closed,endowment,10069.61,523619.72,1998-11-16,2042-12-04,26,30,2042-12-19,3356.54,Jennifer Webb,Company A,0.0,0,0.0,15000,0,2024-01-31T00:00:00,Reginald Sanders
new,term_insurance,10267.02,554419.08,1980-09-03,2016-10-18,27,18,2016-11-08,2566.76,Joyce Conrad,Company B,0.0,0,0.0,18500,0,2034-11-04,Eric Edwards
new,term_insurance,3604.2,64875.6,1965-07-24,2006-09-24,9,37,2006-10-06,0.0,James Clarke,Company C,0.0,0,0.0,4500,0,2043-09-27,Dillon Ruiz
closed,whole_of_life,11520.19,345605.7,1950-07-27,1993-11-11,15,9999,1993-12-09,0.0,Kyle Perez,Company C,0.0,0,0.0,18500,0,99999,Megan Molina
closed,annuity,3857.21,4050.07,1950-08-19,1977-12-31,8,29,1978-01-06,771.44,Amber Coleman,Company A,0.0,0,0.0,15500,0,2024-01-31T00:00:00,Brian Garcia
new,UL_endowment,11011.0,484484.0,1962-08-07,1989-08-29,22,18,1989-09-15,0.0,Kathleen Olson,Company B,169569.4,0,169569.4,13000,0,2007-09-11,Paul Shepard
new,annuity,8447.46,8869.83,1957-11-06,1990-09-02,11,14,1990-09-04,2815.82,Carmen Anderson,Company B,74337.65,0,74337.65,15500,0,2004-08-31,Nicholas Brown
new,UL_endowment,3329.41,33294.1,1964-07-03,1998-02-22,5,5,1998-03-18,0.0,Jacob Freeman,Company A,11652.93,0,11652.93,3500,0,2003-03-17,Kimberly Gross
new,endowment,11172.71,268145.04,1972-06-30,1999-12-31,12,41,2000-01-11,2234.54,Rachel Mcdonald,Company D,93850.76,0,93850.76,6500,0,2040-12-31,Krystal Gibson
paid_up,term_insurance,2223.39,120063.06,1950-03-23,1974-07-28,27,43,1974-07-29,370.56,Dr. Shannon Brandt,Company C,0.0,0,0.0,6000,0,2017-07-18,Pamela Dominguez
declined,term_insurance,6225.48,186764.4,1979-11-05,2001-03-10,15,44,2001-03-27,0.0,Jordan Taylor,Company D,0.0,0,0.0,16500,0,2045-03-16,Nancy Mcdowell
new,endowment,3031.82,163718.28,1945-05-29,1972-07-16,27,27,1972-08-11,0.0,Gregg Ball,Company D,57301.4,0,57301.4,16000,0,1999-08-05,Manuel Mahoney
closed,UL_endowment,7111.71,455149.44,1966-01-21,2011-07-29,32,11,2011-08-14,0.0,Lisa Mills,Company D,0.0,0,0.0,9000,0,2024-01-31T00:00:00,Richard Stevens
paid_up,whole_of_life,2773.11,144201.72,1969-08-06,1994-06-11,26,9999,1994-06-21,0.0,Matthew Lopez,Company C,0.0,0,0.0,10500,0,99999,Vincent Alvarado
new,UL_endowment,7467.2,403228.8,1972-05-01,2006-05-16,27,29,2006-05-18,3733.6,Angela Anderson,Company A,141130.08,0,141130.08,8000,0,2035-05-11,Todd Martinez
new,UL_endowment,11491.89,735480.96,1980-05-05,2000-09-01,32,24,2000-09-18,0.0,John Todd,Company B,257418.34,0,257418.34,4500,0,2024-09-12,Gregory Freeman
paid_up,UL_endowment,6699.36,294771.84,1956-12-01,1979-05-25,22,31,1979-06-21,0.0,Ashlee Mcguire,Company C,103170.14,0,103170.14,4500,0,2010-06-13,Ernest Gomez
declined,UL_endowment,10242.22,102422.2,1967-09-28,2012-08-11,5,21,2012-08-26,5121.11,John Brock,Company A,0.0,0,0.0,11000,0,2033-08-21,Daisy Marshall
declined,UL_endowment,10158.55,568878.8,2002-03-13,2023-03-29,28,8,2023-03-31,0.0,Shannon Smith,Company A,0.0,0,0.0,5000,0,2031-03-29,Mckenzie Morgan
declined,UL_endowment,6192.0,222912.0,1976-10-17,2014-05-16,18,26,2014-06-07,1238.4,Elizabeth Thomas,Company B,0.0,0,0.0,5500,0,2040-05-31,Joyce Williams
new,annuity,7980.05,8379.05,1999-10-12,2021-05-07,20,6,2021-06-02,0.0,Emily Flores,Company A,127680.8,0,127680.8,18000,0,2027-06-01,Kathy Williams
paid_up,annuity,1836.59,1928.42,1981-03-16,2009-08-12,11,31,2009-09-06,367.32,Marissa Jones,Company B,16161.99,0,16161.99,11500,0,2040-08-29,Jamie Murray
closed,endowment,8281.66,149069.88,1983-09-03,2031-12-27,9,25,2032-01-02,0.0,Natalie Barnett,Company A,0.0,0,0.0,2500,0,2024-01-31T00:00:00,Jesse Osborne
new,term_insurance,2035.78,44787.16,2004-01-09,2033-04-16,11,50,2033-04-28,0.0,Robert Austin,Company A,0.0,0,0.0,15000,0,2083-04-16,Lindsey Romero
closed,term_insurance,3356.83,194696.14,1971-02-21,2007-09-22,29,15,2007-10-13,0.0,Amy Nguyen,Company B,0.0,0,0.0,5000,0,2024-01-31T00:00:00,Brenda Lee
declined,annuity,6863.57,7206.75,2000-09-04,2043-07-01,32,33,2043-07-03,0.0,Jennifer Freeman,Company C,0.0,0,0.0,19500,0,2076-06-24,Christopher Bernard
paid_up,term_insurance,11290.94,722620.16,1945-07-28,1995-05-21,32,45,1995-06-09,2822.74,Carol Jacobson,Company D,0.0,0,0.0,3000,0,2040-05-28,Tamara Sawyer
new,annuity,5208.67,5469.1,2003-07-19,2041-03-15,16,42,2041-03-31,1302.17,Carly Duke,Company C,66670.98,0,66670.98,3000,0,2083-03-21,Mary Sullivan
closed,UL_endowment,11595.0,185520.0,1952-02-20,1984-07-23,8,9,1984-08-01,1932.5,Joseph Hart PhD,Company C,0.0,0,0.0,20000,0,2024-01-31T00:00:00,Denise Hall
declined,whole_of_life,11769.19,423690.84,2003-09-16,2035-12-10,18,9999,2035-12-13,0.0,Gloria Bowers,Company D,0.0,0,0.0,12500,0,99999,Destiny Davis
new,term_insurance,2557.64,25576.4,2001-06-19,2030-10-23,5,42,2030-11-20,1278.82,Carl Gonzalez,Company A,0.0,0,0.0,14500,0,2072-11-09,Robyn Gardner
closed,term_insurance,6142.42,171987.76,1966-03-18,2014-01-06,14,19,2014-01-12,0.0,Jennifer Suarez,Company A,0.0,0,0.0,19000,0,2024-01-31T00:00:00,Taylor Kim
new,UL_endowment,3595.71,208551.18,2003-08-10,2035-12-23,29,27,2036-01-15,3595.71,Megan Taylor,Company B,72992.91,0,72992.91,5000,0,2063-01-08,Victor Yates
declined,endowment,6772.24,257345.12,1978-12-14,2010-11-07,19,8,2010-11-29,1693.06,Thomas Miller,Company C,0.0,0,0.0,11500,0,2018-11-27,Dwayne Lowery
declined,annuity,4625.85,4857.14,1997-11-19,2025-01-31,31,25,2025-02-09,925.17,Kayla Sanders,Company C,0.0,0,0.0,16000,0,2050-02-03,Lisa Martinez
declined,term_insurance,4029.71,177307.24,1999-08-19,2031-05-27,22,45,2031-06-19,1343.24,David Pacheco,Company A,0.0,0,0.0,7000,0,2076-06-07,Angela Carr
new,annuity,1786.66,1875.99,1985-04-27,2005-11-21,34,16,2005-12-13,893.33,Jessica Long,Company C,48597.15,0,48597.15,18500,0,2021-12-09,Abigail Brown DVM
new,annuity,8302.77,8717.91,1963-05-06,2012-01-19,30,46,2012-02-16,0.0,Carl Melton,Company D,199266.48,0,199266.48,15500,0,2058-02-04,Timothy Collins
new,annuity,6548.77,6876.21,1975-08-25,1999-09-29,14,11,1999-10-12,6548.77,Robin Russell,Company D,73346.22,0,73346.22,19000,0,2010-10-09,David Cox
new,endowment,2032.48,60974.4,1987-09-21,2034-10-21,15,16,2034-11-03,0.0,Felicia Kelly,Company C,21341.04,0,21341.04,19500,0,2050-10-30,Catherine Hess
paid_up,whole_of_life,5161.53,206461.2,2002-06-13,2036-02-07,20,9999,2036-02-19,0.0,Tonya George,Company D,0.0,0,0.0,14500,0,99999,Ronald Morgan
closed,endowment,11133.48,668008.8,1961-03-24,1989-05-03,30,46,1989-05-13,0.0,Karen Wilkinson,Company C,0.0,0,0.0,18500,0,2024-01-31T00:00:00,Ann Lewis
closed,annuity,2028.07,2129.47,1966-05-11,2007-06-22,7,7,2007-06-28,0.0,Tony Owens,Company D,0.0,0,0.0,13000,0,2024-01-31T00:00:00,Corey Reynolds
closed,annuity,2649.72,2782.21,1990-04-26,2029-07-17,21,29,2029-08-06,0.0,Susan Macdonald,Company A,0.0,0,0.0,11000,0,2024-01-31T00:00:00,Edward Harrison
new,annuity,11038.37,11590.29,2002-08-29,2036-07-07,11,32,2036-07-24,0.0,Mrs. Kathy Brown,Company C,97137.66,0,97137.66,14000,0,2068-07-16,Laura Lewis
closed,UL_endowment,2599.63,57191.86,2001-02-04,2045-03-16,11,29,2045-03-25,0.0,Carlos Eaton,Company C,0.0,0,0.0,8500,0,2024-01-31T00:00:00,Krystal Miranda
closed,endowment,10885.69,261256.56,1990-02-03,2026-03-27,12,40,2026-04-23,0.0,Christine Khan,Company B,0.0,0,0.0,2500,0,2024-01-31T00:00:00,Daniel Phillips
closed,UL_endowment,9241.14,388127.88,1977-05-02,2009-04-02,21,13,2009-04-15,3080.38,Jacob Lee,Company B,0.0,0,0.0,15000,0,2024-01-31T00:00:00,Laura Willis
new,annuity,1526.63,1602.96,1980-07-15,2010-09-16,12,29,2010-09-19,0.0,Heather Barker,Company A,14655.65,0,14655.65,9000,0,2039-09-12,Terri Cobb
new,whole_of_life,8160.85,179538.7,1971-10-22,2012-09-30,11,9999,2012-10-20,0.0,Dr. Haley Rivas,Company D,0.0,0,0.0,17500,0,99999,Alex Martinez
closed,UL_endowment,3967.09,134881.06,2007-02-20,2045-09-25,17,37,2045-10-01,0.0,Johnathan Vargas,Company B,0.0,0,0.0,12500,0,2024-01-31T00:00:00,Rebekah Smith
declined,endowment,5837.12,350227.2,1974-05-15,2010-06-15,30,7,2010-07-10,0.0,David Owens DDS,Company B,0.0,0,0.0,6500,0,2017-07-08,Nicole Conner
new,term_insurance,9566.32,650509.76,1982-03-21,2018-05-15,34,29,2018-05-25,1594.39,Kevin Jones,Company B,0.0,0,0.0,14500,0,2047-05-18,Andrew Hoffman
new,UL_endowment,3419.76,177827.52,1996-12-01,2022-10-05,26,41,2022-10-18,0.0,Robert Parks,Company D,62239.63,0,62239.63,14500,0,2063-10-08,James Williams
new,whole_of_life,11397.8,319138.4,1965-02-18,2013-04-01,14,9999,2013-04-29,11397.8,Linda Hampton,Company C,0.0,0,0.0,18000,0,99999,Kayla Owens
new,UL_endowment,11995.37,119953.7,1982-10-24,2014-01-10,5,20,2014-02-04,3998.46,Raymond Boyle,Company A,41983.79,0,41983.79,13000,0,2034-01-30,Victoria Davies
paid_up,term_insurance,8636.5,207276.0,1988-10-07,2023-10-29,12,23,2023-11-16,0.0,David Garcia,Company D,0.0,0,0.0,12500,0,2046-11-10,Cameron Williams
new,endowment,2474.79,79193.28,1997-12-04,2038-06-15,16,30,2038-06-23,412.46,Aaron Pham,Company B,27717.65,0,27717.65,18000,0,2068-06-15,Danny Lee
new,whole_of_life,5044.74,211879.08,1958-03-05,1998-08-02,21,9999,1998-08-11,1261.18,William Haynes,Company A,0.0,0,0.0,18500,0,99999,Joseph Hopkins
declined,endowment,6191.56,99064.96,1947-06-20,1988-02-13,8,18,1988-03-09,0.0,Michael Stewart,Company C,0.0,0,0.0,18500,0,2006-03-05,William Davidson
closed,term_insurance,3469.86,41638.32,1971-01-12,2017-04-29,6,24,2017-05-12,0.0,Joshua Hobbs,Company C,0.0,0,0.0,6500,0,2024-01-31T00:00:00,Melinda Hunt
declined,whole_of_life,3494.69,167745.12,1995-02-04,2017-11-30,24,9999,2017-12-29,0.0,Jessica Moore,Company B,0.0,0,0.0,9000,0,99999,Stacey Kaufman
declined,annuity,7493.53,7868.21,1966-08-26,1991-04-30,24,33,1991-05-21,2497.84,James Adams,Company D,0.0,0,0.0,19000,0,2024-05-12,Susan Smith
new,term_insurance,3953.05,150215.9,1969-12-12,2019-02-21,19,26,2019-02-26,658.84,Mrs. Jennifer Price,Company C,0.0,0,0.0,19500,0,2045-02-19,Robert Bell
paid_up,endowment,4643.63,287905.06,2000-02-25,2024-05-19,31,40,2024-06-06,0.0,Danielle Harris,Company D,100766.77,0,100766.77,16500,0,2064-05-27,Cassidy Garcia
declined,term_insurance,4751.04,228049.92,1953-05-23,1987-03-18,24,19,1987-03-24,0.0,Mark Flores,Company C,0.0,0,0.0,9500,0,2006-03-19,Jenna Mcclain
new,term_insurance,11999.12,239982.4,1973-09-19,2019-09-10,10,16,2019-09-13,0.0,Robert Morales,Company B,0.0,0,0.0,19000,0,2035-09-09,Michelle Anderson
paid_up,annuity,7525.38,7901.65,1997-11-19,2026-06-04,23,44,2026-06-11,0.0,Melissa Cruz MD,Company D,138466.99,0,138466.99,17500,0,2070-05-31,Joshua Arnold
new,term_insurance,5468.67,87498.72,1990-03-06,2029-10-13,8,23,2029-10-26,0.0,Justin Snyder,Company C,0.0,0,0.0,12000,0,2052-10-20,Shannon Galvan
new,UL_endowment,1994.63,131645.58,1945-09-04,1966-09-07,33,17,1966-09-18,0.0,Eric Hutchinson,Company C,46075.95,0,46075.95,8500,0,1983-09-14,Heidi Davis
new,whole_of_life,2355.69,23556.9,2002-07-04,2046-01-19,5,9999,2046-02-12,0.0,Joseph Cunningham,Company D,0.0,0,0.0,8000,0,99999,Austin Perez
paid_up,endowment,2735.74,180558.84,2005-01-01,2046-06-03,33,21,2046-06-14,2735.74,Christopher Zhang,Company C,63195.59,0,63195.59,8000,0,2067-06-09,Cindy Campbell
new,term_insurance,4831.78,270579.68,1988-06-12,2030-05-15,28,38,2030-06-01,805.3,Kristi Calderon,Company D,0.0,0,0.0,13000,0,2068-05-22,Sara Smith
new,endowment,10451.25,668880.0,1977-05-21,2008-06-23,32,12,2008-07-03,2090.25,Vicki Noble,Company B,234108.0,0,234108.0,6000,0,2020-06-30,Rachel Bryant
declined,whole_of_life,7622.37,152447.4,1970-01-29,2005-10-23,10,9999,2005-11-02,0.0,Michelle Meyers,Company D,0.0,0,0.0,10500,0,99999,Anna Martin
paid_up,UL_endowment,3982.03,87604.66,1976-05-26,2011-05-19,11,20,2011-05-20,995.51,Alicia Meyer,Company D,30661.63,0,30661.63,10000,0,2031-05-15,Joe Burton
new,whole_of_life,8316.32,266122.24,1973-11-15,2021-01-24,16,9999,2021-02-21,0.0,Kathleen Mcmahon,Company B,0.0,0,0.0,6500,0,99999,Brittany Kelly
declined,annuity,10526.72,11053.06,1987-12-11,2033-03-02,19,18,2033-03-26,0.0,Robert Simmons,Company A,0.0,0,0.0,14500,0,2051-03-22,Jessica Howard
paid_up,whole_of_life,3192.26,172382.04,1978-05-28,2020-02-17,27,9999,2020-02-19,798.07,Breanna Lee,Company A,0.0,0,0.0,18000,0,99999,Morgan Martinez
declined,endowment,10808.11,108081.1,1955-05-31,1978-12-14,5,12,1979-01-04,0.0,Savannah Murray,Company D,0.0,0,0.0,3500,0,1991-01-01,Mark Mckinney
closed,annuity,10323.95,10840.15,2001-02-17,2045-08-14,5,13,2045-08-21,0.0,Thomas Olson,Company C,0.0,0,0.0,8500,0,2024-01-31T00:00:00,Dylan Blackwell
closed,whole_of_life,5135.28,61623.36,2003-04-10,2050-04-19,6,9999,2050-05-01,1283.82,Elijah Castro,Company C,0.0,0,0.0,11500,0,99999,Christopher Marquez
new,annuity,4053.42,4256.09,1999-01-05,2046-09-25,10,13,2046-10-14,0.0,Ronald Miller,Company A,32427.36,0,32427.36,4000,0,2059-10-11,Gabriel Cook
closed,annuity,7868.12,8261.53,1998-04-05,2022-09-15,34,12,2022-10-07,0.0,Peter Smith,Company A,0.0,0,0.0,5500,0,2024-01-31T00:00:00,Jacqueline Oliver
closed,term_insurance,5027.46,271482.84,1997-06-12,2030-11-23,27,30,2030-12-16,837.91,Shelly Mcintyre,Company C,0.0,0,0.0,3000,0,2024-01-31T00:00:00,Austin Lewis
closed,term_insurance,4391.74,175669.6,1993-05-10,2025-02-15,20,30,2025-02-19,0.0,Erica Middleton,Company B,0.0,0,0.0,7500,0,2024-01-31T00:00:00,Garrett Wright
closed,UL_endowment,5413.65,357300.9,1994-07-01,2039-06-09,33,35,2039-06-27,0.0,Catherine Cruz,Company D,0.0,0,0.0,16500,0,2024-01-31T00:00:00,Ricardo Williams
closed,annuity,5399.16,5669.12,1994-11-13,2025-05-31,25,47,2025-06-21,0.0,Richard Martin,Company B,0.0,0,0.0,5500,0,2024-01-31T00:00:00,Sean Rodriguez
declined,whole_of_life,3288.86,144709.84,1966-04-17,1990-04-03,22,9999,1990-04-06,0.0,Henry Mason,Company A,0.0,0,0.0,12500,0,99999,Connie Reyes
closed,annuity,10431.27,10952.83,1976-08-26,2009-06-27,23,35,2009-06-29,2607.82,Andrew Richardson,Company A,0.0,0,0.0,9500,0,2024-01-31T00:00:00,Jocelyn Diaz
paid_up,annuity,4483.01,4707.16,1959-05-02,1994-01-04,32,38,1994-01-18,0.0,Mrs. Lori Shaw,Company B,114765.06,0,114765.06,7000,0,2032-01-09,Anthony Powell
new,endowment,2726.17,70880.42,1994-07-26,2016-05-01,13,15,2016-05-23,681.54,David Ortega MD,Company B,24808.15,0,24808.15,14000,0,2031-05-20,Colleen Christensen
new,whole_of_life,10474.92,146648.88,1955-03-03,2002-12-01,7,9999,2002-12-05,2618.73,Sarah Hunt,Company C,0.0,0,0.0,18000,0,99999,Barbara Simpson
paid_up,endowment,5405.97,313546.26,1979-12-04,2015-09-16,29,49,2015-09-27,0.0,Nicholas Chavez,Company A,109741.19,0,109741.19,10000,0,2064-09-14,Monica Scott
closed,UL_endowment,10360.02,518001.0,1992-08-23,2023-02-12,25,20,2023-03-02,1726.67,Kathleen Howard,Company D,0.0,0,0.0,7000,0,2024-01-31T00:00:00,Virginia Norman
